UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,PSTL_CODE,AG_ECO9,AG_ECO3,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MISS_BASIN,HUC2,HUC2_NM,LAT_DD83,LON_DD83,FRAME07,FRAME12,FRAME17,AREA_CAT6,SITETYPE,LAKE_ORGN,TNT_CAT,URBN_NLA17,URBN_NLA07,WGT_TP,XCOORD,YCOORD,ACID_COND,DIS_O2_CLS,PTL_COND,NTL_COND,CHLA_COND,TROPHIC_STATE,ATZ_EPA_COND_3.4,ATZ_DETECT,CYLSPER_EPA_COND,CYLSPER_DETECT,MICX_EPA_COND,MICX_DETECT,ECOLI_EPA_COND,ECOLI_DETECT,BENT_MMI_COND_2017,ZOOP_MMI_COND_2017,DRAWDOWN_COND_2CAT_2017,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,RDIS_COND,NLA_SCI_STATUS,ANC_RESULT,DOC_RESULT,SULFATE_RESULT,ANC_MDL,DOC_MDL,SULFATE_MDL,ANC_NARS_FLAG,DOC_NARS_FLAG,SULFATE_NARS_FLAG,NTL_RESULT,NTL_MDL,NTL_NARS_FLAG,PTL_RESULT,PTL_MDL,PTL_NARS_FLAG,CHLA_RESULT,CHLA_MDL,CHLA_NARS_FLAG,CYLSPER_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,MICX_RESULT,MICX_MDL,MICX_NARS_FLAG,ATRAZINE_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,DO_SURF,MMI_ZOOP_2017,MMI_BENT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,B_G_DENS,MEAN_METAL_PEC_Q,MEAN_PEC_Q,TOTAL_PAH13_PEC_Q,E_COLI_NARS_FLAG,E_COLI_PRESENT,E_COLI_RESULT,PUBLICATION_DATE
2010202,NLA_SD-10107,NLA17_SD-10020,1,2017,SD,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,44.47741,-99.31405,Include,Include,Include,"(4,10]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,381.3771846,-262934.6758,785332.1124,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Above Benchmark,Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Poor,Good,Poor,Poor,Moderately Disturbed,2605.64,10.78,92.136,NA,0.008,0.001,NA,NA,NA,2.8,0.003,NA,255.39,1.2,NA,59.36,0.39,NA,NA,0.05,ND,8.02,1,NA,0.08,0.03,NA,6.133333333,39.9,28.7,3.15,0.3,0.670204677,0.294348468,0.952380952,0.056871037,4229200,0.336854424,0.169229843,0.001605263,NA,P,3,6/3/2022
2010203,NLA_KS-10085,NLA17_KS-10028,1,2017,KS,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,39.83551,-96.55958,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,887.7565097,-47461.38558,261899.7944,Good,High (>=5 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Poor,Poor,Poor,Poor,Moderately Disturbed,887.19,7.65,3.538,NA,0.008,0.001,NA,NA,NA,5.056,0.003,NA,99.48,1.2,NA,18.68,0.39,NA,NA,0.05,ND,NA,0.1,ND,1.64,0.03,NA,5.05,40.12,15,0,0,0.06072528,0.051503845,0.916666667,0.046986531,1330713,0.264732484,0.133625014,0.002517544,NA,P,19.7,6/3/2022
2010204,NLA_NV-10064,NLA17_NV-10016,1,2017,NV,XER,WMTNS,Region_09,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H15,Lower Colorado Region,37.90785,-114.2679,Include,Include,Include,"(20,50]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,9.419917429,-1581171.459,198151.3892,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Good,Not Large,Poor,Poor,Poor,Fair,Least Disturbed,4581.27,6.46,18.589,NA,0.008,0.001,NA,NA,NA,0.629,0.003,NA,36.98625,1.2,NA,2.47,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,10.76,79.77,37.6,0,NA,0.185419439,0.158389914,0.645918367,0.151007294,31717,0.156785043,0.079179802,0.001574561,ND,A,NA,6/3/2022
2010205,NLA_NV-10094,NLA17_NV-10239,1,2017,NV,XER,WMTNS,Region_09,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H15,Lower Colorado Region,36.50496,-114.4095,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,1.907955393,-1623537.063,46254.52944,Good,High (>=5 ppm),Fair,Good,Good,Oligotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Fair,Fair,Least Disturbed,3755.89,2.5,524.985,NA,0.008,0.001,NA,NA,NA,0.449,0.003,NA,44.10625,1.2,NA,1.55,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.09,0.03,NA,6.233333333,63.22,51.6,0,NA,1.28299045,0.681565613,0.661320755,0.469609615,514690,0.130130527,0.065690264,0.00125,NA,P,14.8,6/3/2022
2010206,NLA_TX-10096,NLA17_TX-HP003,1,2017,TX,CPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,33.7351029,-95.92578522,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,6828.153807,-421406.4748,Good,High (>=5 ppm),Fair,Fair,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,1407.77,7.64,4.596,NA,0.008,0.001,NA,NA,NA,0.875,0.003,NA,43.31875,1.2,NA,26.27,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.873333333,60.1,59,0,0,1.80876054,1.683195244,0.215384615,1.723019416,162091,0.317149403,0.164090052,0.011030702,ND,A,NA,6/3/2022
2010207,NLA_TN-10017,NLA17_TN-10001,1,2017,TN,SAP,EHIGH,Region_04,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H06,Tennessee Region,35.37137,-86.3815,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Urban,Urban,69.92942711,864954.6611,-194617.7298,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Poor,Fair,Not Large,Good,Good,Poor,Poor,Moderately Disturbed,2116.58,2.97,3.163,NA,0.008,0.001,NA,NA,NA,1.445,0.003,NA,409.8625,1.2,NA,114.05,0.39,NA,NA,0.05,ND,0.118,0.1,L,NA,0.03,ND,10.36666667,62.97,21.3,0,NA,1.144395682,0.858528875,0.888198758,0.542025992,69930,0.246608555,0.12412226,0.001635965,NA,P,172.5,6/3/2022
2010208,NLA_CA-10037,NLA17_CA-10001,1,2017,CA,XER,WMTNS,Region_09,H18,California Region,NOT_MISSISSIPPI_BASIN,H18,California Region,38.07833,-122.7434,Include,Include,Include,>50,PROB,MAN_MADE,Target,Urban,Urban,7.60347557,-2293156.637,389624.2243,Good,High (>=5 ppm),Fair,Good,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Poor,Not Large,Fair,Good,Fair,Fair,Moderately Disturbed,1085.58,4.16,5.732,NA,0.008,0.001,NA,NA,NA,0.558,0.003,NA,49.845,1.2,NA,21.12,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,9.803333333,48.15,32,0,0,1.274115649,0.599893679,0.246969697,0.380938234,259116,1.135565206,0.569243129,0.002921053,NA,P,1,6/3/2022
2010209,NLA_WV-10026,NLA17_WV-10003,1,2017,WV,SAP,EHIGH,Region_03,H02,Mid Atlantic Region,NOT_MISSISSIPPI_BASIN,H02,Mid-Atlantic Region,39.13362,-78.59737,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,8.263615056,1482119.861,319184.6804,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Not Large,Good,Good,Good,Fair,Moderately Disturbed,1179.69,4.08,8.168,NA,0.008,0.001,NA,NA,NA,0.329,0.003,NA,9.505,1.2,NA,3.67,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,9.256,66.78,54.8,0,0,0.964565089,1.283333922,0.35,1.217672115,129890,0.287743345,0.144876059,0.002008772,H;ND,A,NA,6/3/2022
2010210,NLA_ND-10029,NLA17_ND-10006,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,46.89273,-99.41651,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,101.7914562,-261417.3858,1053731.544,Good,High (>=5 ppm),Poor,Poor,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Poor,Not Large,Poor,Good,Poor,Fair,Least Disturbed,9529.1,27.19,1652.581,NA,0.008,0.001,NA,NA,NA,3.038,0.003,NA,118.25625,1.2,NA,1.58,0.39,NA,0.062,0.05,L,NA,0.1,ND,0.03,0.03,L,8.466666667,3.92,21.1,0,NA,0.602236296,0.277158338,0.549288061,0.16743833,7640,0.204531073,0.1037458,0.002960526,H;ND,A,NA,6/3/2022
2010211,NLA_MO-10089,NLA17_MO-HP004,1,2017,MO,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,40.17059749,-92.65559555,Include,Include,Include,>50,HAND,MAN_MADE,Target,Urban,Urban,0,282281.3685,304272.8819,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Not Large,Good,Fair,Good,Good,Moderately Disturbed,2247.08,5.14,20.846,NA,0.008,0.001,NA,NA,NA,0.453,0.003,NA,13.7775,1.2,NA,5.58,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.07,0.03,NA,9.233333333,29.88,60.5,0,NA,0.458717643,0.779509222,0.15,1.012665714,56135,0.429607683,0.215490245,0.001372807,ND,A,NA,6/3/2022
2010212,NLA_TX-10155,NLA17_TX-10017,1,2017,TX,SPL,PLNLOW,Region_06,H12_13,Rio Grande-Texas-Gulf Region,NOT_MISSISSIPPI_BASIN,H12,Texas Region,32.46571,-96.20017,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,4831.062547,-18715.12644,-563075.4453,Good,Low (<=3 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Good,Good,Good,Poor,Moderately Disturbed,757.67,10.77,1.507,NA,0.008,0.001,NA,NA,NA,1.496,0.003,NA,175.3325,1.2,NA,69.6,0.39,NA,1.84,0.5,NA,NA,0.1,ND,NA,0.03,ND,2.626666667,26.62,39.8,0,0,3.843454804,1.890246991,0.871259843,0.666810993,109440,0.233557377,0.11820632,0.002855263,H,P,93.3,6/3/2022
2010213,NLA_UT-10340,NLA17_UT-10013,1,2017,UT,XER,WMTNS,Region_08,H16,Great Basin Region,NOT_MISSISSIPPI_BASIN,H16,Great Basin Region,41.17782,-112.1546,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,30.84483112,-1338152.889,526124.6857,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Fair,Not Large,Fair,Good,Poor,Fair,Least Disturbed,6620.53,8.7,71.155,NA,0.008,0.001,NA,NA,NA,3.93,0.003,NA,426.8175,1.2,NA,90,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,9.68,57.15,48.8,0,0,0.867562977,0.371670552,0.361904762,0.180698324,1968900,0.134787186,0.068194032,0.001600877,H,P,14.8,6/3/2022
2010214,NLA_AR-10020,NLA17_AR-10001,1,2017,AR,CPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,34.53937,-92.27375,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,78.62179633,339222.9731,-324859.5581,Good,Moderate (>3 - <5 ppm),Good,Good,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,164.57,10.35,0.767,NA,0.008,0.001,NA,NA,NA,0.631,0.003,NA,40.31875,1.2,NA,23.89,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,3.59,71.42,2.1,0,NA,1.549529791,1.450340245,0.495918367,1.236810135,139637.8,0.260829513,0.144811687,0.02879386,NA,P,3.1,6/3/2022
2010215,NLA_NV-10260,NLA17_NV-10124,1,2017,NV,XER,WMTNS,Region_09,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H15,Lower Colorado Region,36.0658,-115.1136,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,25.89020213,-1694634.371,10313.84218,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Good,Fair,Good,Poor,Least Disturbed,2751.89,2.21,526.918,NA,0.008,0.001,NA,NA,NA,0.634,0.003,NA,20.4375,1.2,NA,3.3,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.62,53.8,34.3,0,NA,0.517904328,0.643358193,0.921428571,0.69978659,502636,0.187733607,0.094480838,0.00122807,NA,P,98.7,6/3/2022
2010216,NLA_MO-10088,NLA17_MO-HP003,1,2017,MO,TPL,PLNLOW,Region_07,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,39.34170139,-91.15320109,Include,Include,Include,"(10,20]",HAND,MAN_MADE,Target,Urban,Urban,0,413731.8157,216973.9368,Good,High (>=5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Poor,Not Large,Good,Good,Good,Fair,Moderately Disturbed,1639.89,5.73,6.442,NA,0.008,0.001,NA,NA,NA,0.58,0.003,NA,27.92125,1.2,NA,8.96,0.39,NA,NA,0.05,ND,NA,0.1,ND,2.8,0.03,NA,8.276666667,21.13,26.4,0,NA,0.940432174,1.142153666,0.266666667,1.308041919,42895,1.066958247,0.535365089,0.00377193,ND,A,NA,6/3/2022
2010217,NLA_KS-10091,NLA17_KS-10034,1,2017,KS,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,39.00367,-95.62764,Include,Include,Include,>50,PROB,MAN_MADE,Target,Urban,Urban,15.51706852,31947.49322,168597.7836,Good,High (>=5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Fair,Not Large,Fair,Fair,Fair,Poor,Moderately Disturbed,2449.8,5.2,30.952,NA,0.008,0.001,NA,NA,NA,0.693,0.003,NA,17.9125,1.2,NA,8.32,0.39,NA,NA,0.05,ND,0.37,0.1,NA,0.95,0.03,NA,11.575,35.03,55.5,0,0,0.581440159,0.557507943,0.854761905,0.558313832,30000,0.314934128,0.159962678,0.004991228,NA,P,1,6/3/2022
2010218,NLA_CA-10201,NLA17_CA-10082,1,2017,CA,XER,WMTNS,Region_09,H18,California Region,NOT_MISSISSIPPI_BASIN,H18,California Region,37.54158,-120.3545,Include,Include,Include,"(20,50]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,11.15019333,-2108297.754,276298.7353,Good,Not Assessed,Good,Fair,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Fair,Good,Poor,Fair,Moderately Disturbed,684.24,6.27,3.992,NA,0.008,0.001,NA,NA,NA,0.834,0.003,NA,35.15625,1.2,NA,16.41,0.39,NA,NA,0.05,ND,0.155,0.1,NA,NA,0.03,ND,NA,50.02,69.4,0,0,1.113971832,0.368748992,0.513013699,0.11789332,112150,0.286002281,0.145143684,0.004285088,H,P,3.1,6/3/2022
2010219,NLA_OK-10060,NLA17_OK-10001,1,2017,OK,SPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,34.9645,-96.70763,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,26.36805084,-64081.64696,-283718.7482,Good,High (>=5 ppm),Poor,Fair,Poor,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,3413.55,6.78,73.174,NA,0.008,0.001,NA,NA,NA,0.828,0.003,NA,56.49,1.2,NA,16.8,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.08,0.03,NA,9.52,71.62,50.3,0,NA,0.873786179,1.163614895,0.443589744,1.387846211,35617.9,0.655798232,0.32943201,0.003065789,H,P,1,6/3/2022
2010220,NLA_WV-10008,NLA17_WV-10002,1,2017,WV,SAP,EHIGH,Region_03,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,38.82171,-80.5897,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,3.522142572,1319671.874,255372.5501,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,250.05,1.83,6.166,NA,0.008,0.001,NA,NA,NA,0.255,0.003,NA,3.67625,1.2,L,2.5,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.64,84.58,58.3,0,0,0.906598723,0.978981522,0.266666667,0.981153531,87146,0.129131243,0.068738867,0.008346491,ND,A,NA,6/3/2022
2010221,NLA_WV-10023,NLA17_WV-10004,1,2017,WV,SAP,EHIGH,Region_03,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,38.8378,-82.12585,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Urban,Urban,19.94046242,1188848.561,236879.9455,Good,High (>=5 ppm),Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Poor,Poor,Poor,Poor,Moderately Disturbed,1881.25,4.17,26.505,NA,0.008,0.001,NA,NA,NA,0.736,0.003,NA,47.80625,1.2,NA,18.88,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.982,88.45,28.3,0,0,0.24952781,0.212095307,0.905172414,0.159424706,1873992,0.210103273,0.105788479,0.001473684,H,P,17.1,6/3/2022
2010222,NLA_KS-10056,NLA17_KS-10006,1,2017,KS,TPL,PLNLOW,Region_07,H10,Missouri Region,MISSISSIPPI_BASIN,H10L,Lower Missouri Region,38.46564,-95.73628,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,115.5497404,22793.84908,108261.538,Good,High (>=5 ppm),Poor,Fair,Fair,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Good,Good,Fair,Fair,Moderately Disturbed,3451.85,5.5,24.851,NA,0.008,0.001,NA,NA,NA,1.051,0.003,NA,118.22875,1.2,NA,19.71,0.39,NA,NA,0.05,ND,0.177,0.1,NA,0.16,0.03,NA,7.066666667,21.05,48.5,0,0,1.978379028,1.002322295,0.621794872,0.392653596,22889,0.289924518,0.145617961,0.001311404,H,P,5.2,6/3/2022
2010223,NLA_IL-10057,NLA17_IL-10013,1,2017,IL,TPL,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,40.20011,-88.37851,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Urban,Urban,36.0634123,642463.242,328387.8229,Good,High (>=5 ppm),Fair,Good,Poor,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Fair,Good,Fair,Poor,Moderately Disturbed,3542.69,4.46,15.747,NA,0.008,0.001,NA,NA,NA,0.771,0.003,NA,50.1725,1.2,NA,20.16,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.12,0.03,NA,7.166666667,28.05,51.2,0,0,0.978713303,0.666051277,0.901960784,0.480953165,526750,0.325977819,0.165892418,0.005807018,NA,P,4.1,6/3/2022
2010224,NLA_ND-10144,NLA17_ND-10023,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,47.26394,-99.80461,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,33.34505989,-289454.4841,1095894.127,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Poor,Good,Poor,Fair,Least Disturbed,8761.39,18.85,190.333,NA,0.008,0.001,NA,NA,NA,2.658,0.003,H,105.3675,1.2,NA,40.57,0.39,NA,NA,0.05,ND,0.116,0.1,L,0.03,0.03,L,6.78,53.12,42.6,0,NA,0.911234536,0.353452779,0.552941176,0.142317966,2656900,0.140005692,0.071516004,0.003026316,NA,P,4.1,6/3/2022
2010225,NLA_TX-10108,NLA17_TX-10049,1,2017,TX,SPL,PLNLOW,Region_06,H12_13,Rio Grande-Texas-Gulf Region,NOT_MISSISSIPPI_BASIN,H12,Texas Region,32.66237,-97.61238,Include,Include,Include,"(20,50]",HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,-150372.1176,-539886.9316,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,1653.76,4.7,14.621,NA,0.008,0.001,NA,NA,NA,0.495,0.003,NA,14.4525,1.2,NA,3.69,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.07,0.03,NA,7.7,39.55,52.5,0,0,0.899939853,1.033376928,0.436842105,1.151324476,46707,0.194509848,0.098847029,0.003184211,NA,P,1,6/3/2022
2010226,NLA_OK-10093,NLA17_OK-HP002,1,2017,OK,SPL,PLNLOW,Region_06,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,36.5147867,-96.1911658,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,-16962.62515,-110374.1949,Good,High (>=5 ppm),Good,Good,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Poor,Poor,Large,Fair,Good,Fair,Fair,Moderately Disturbed,729.38,6.8,5.743,NA,0.008,0.001,NA,NA,NA,0.628,0.003,NA,26.42125,1.2,NA,13.52,0.39,NA,NA,0.05,ND,0.377,0.1,NA,NA,0.03,ND,6.2,15.6,9.5,19.72,2.1,0.778434288,0.661339934,0.496969697,0.604195805,88816,0.305177981,0.15327978,0.001381579,H;ND,A,NA,6/3/2022
2010227,NLA_ND-10145,NLA17_ND-10024,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,47.13186,-99.23174,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,33.34505989,-246385.4788,1079682.63,Good,High (>=5 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,Fair,Fair,Not Large,Fair,Good,Fair,Poor,Least Disturbed,6314.07,15.12,585.405,NA,0.008,0.001,NA,NA,NA,2.179,0.003,NA,98.95375,1.2,NA,14.24,0.39,NA,NA,0.05,ND,0.136,0.1,L,0.04,0.03,L,7.384,28.33,31,0,NA,1.235340588,0.58393542,0.87,0.369422389,3756660,0.129132681,0.066325112,0.003517544,ND,A,NA,6/3/2022
2010228,NLA_CA-10025,NLA17_CA-10003,1,2017,CA,XER,WMTNS,Region_09,H18,California Region,NOT_MISSISSIPPI_BASIN,H18,California Region,38.50847,-121.5354,Include,Include,Include,"(20,50]",PROB,MAN_MADE,Target,Urban,Urban,105.2258038,-2179341.603,407599.3413,Good,High (>=5 ppm),Poor,Fair,Poor,Eutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Good,Good,Good,Poor,Moderately Disturbed,7472.87,3.31,18.316,NA,0.008,0.001,NA,NA,NA,0.701,0.003,NA,886.198,1.2,NA,13.3,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.05,0.03,NA,7.493333333,63,45.3,0,0,1.257093094,0.885307662,0.873417722,0.773376682,637538,0.71606712,0.360026981,0.003986842,H,P,12.1,6/3/2022
2010229,NLA_KS-10035,NLA17_KS-10003,1,2017,KS,TPL,PLNLOW,Region_07,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,H11,Arkansas-Red-White Region,38.12596,-96.30956,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,84.49977947,-26879.89883,70200.32994,Good,High (>=5 ppm),Good,Good,Good,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Fair,Poor,Good,Fair,Moderately Disturbed,2720.94,3.56,16.159,NA,0.008,0.001,NA,NA,NA,0.496,0.003,NA,27.16125,1.2,NA,8.46,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,6.533333333,43.73,57.2,0,0,0.203530898,0.47189702,0.343589744,0.66162216,5500,0.253349688,0.127438002,0.001526316,H,P,17.3,6/3/2022
